id,name,entityType,address,city,province,lat,lng,phone,website,officialWebsiteFound,websiteStatus,fnoviRegistrySource,alboMatchStatus,googlePlaceId,googleBusinessStatus,externalReputationSignal,activityStatus,activityConfidence,sourceUrls,evidenceNotes,recommendedProfileStatus,needsManualReview,internalNotes
dir_0538eef28734dde3,Veterinaria Fontenuova,clinic,,Fonte Nuova,RM,42.00150,12.62726,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,45,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Coordinate in area Fonte Nuova; nessun sito ufficiale o fonte tracciabile concorde recuperata per confermare indirizzo e telefono.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_4167dad0100d8235,Ambulatorio Veterinario Labaro,clinic,Via Bagolino 18,Roma,RM,41.99271,12.49162,06 83973573,https://www.ambulatorioveterinariolabaro.it/,true,live,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,likely_active,92,https://www.ambulatorioveterinariolabaro.it/|https://www.ambulatorioveterinariolabaro.it/dove-siamo/|https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"Sito ufficiale live e pagina contatti confermano nome, indirizzo e telefono. Dati essenziali coerenti per pubblicazione.",published_unclaimed,false,v3_researched; roma_nord_batch; indirizzo e telefono confermati da pagina contatti ufficiale
dir_b69c113c175b1606,Ambulatorio Veterinario Amatrice,clinic,,Roma,RM,41.93260,12.51936,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,45,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"Coordinate in area Nomentano; nessuna fonte tracciabile sufficiente ha confermato nome, indirizzo e telefono.",needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_0c9fa30bd5663791,Ambulatorio Veterinario,clinic,,Roma,RM,41.93360,12.47434,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Nome generico e coordinate in area Parioli/Tor di Quinto; impossibile associare con certezza una struttura reale senza conflitti.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_15abef1008be6b03,Clinica Veterinaria Pievaroli,clinic,,,,41.79586,12.45154,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_f6b6f82d68afa5e5,Ambulatorio Veterinario Torresina,clinic,,Roma,RM,41.93030,12.39944,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,45,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Refuso nel nome normalizzato; mancano fonti tracciabili concordi per indirizzo e telefono in zona Torresina.,needs_review,true,v3_researched; roma_nord_batch; nome normalizzato da OCR; richiede verifica umana
dir_5ac063ab787ce906,Ambulatorio Veterinario Le Mole,clinic,,,,41.77395,12.59768,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_3a7b703de768729a,Ambulatorio Veterinario Verde Rocca,clinic,,,,41.90751,12.55855,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_44a600348b2b2d8e,Centro Veterinario Dr.pPerpaolo iInnelli,clinic,,,,41.78774,12.39451,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_891b3ffe5b124f15,Ambulatorio Veterinario Chiari-Tonucci,clinic,,Roma,RM,41.91926,12.54525,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,45,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Ricerca su nome Chiari-Tonucci e coordinate senza riscontro tracciabile sufficiente per completare dati anagrafici.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_52b864c22760a70b,Associazione Professionale Veterinaria Camilluccia,clinic,,Roma,RM,41.93543,12.43917,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,45,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Ricerca su Camilluccia e coordinate senza sito ufficiale o directory concordi sufficienti.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_605ec5b817f6ac69,Veterinaria Madonnetta,clinic,,,,41.77270,12.35877,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_79e0b8d301f8648c,Ambulatorio Veterinario Casalotti,clinic,,Roma,RM,41.91377,12.36631,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,45,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Ricerca su Casalotti e coordinate senza fonti indipendenti concordi per indirizzo e telefono.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_9952129f713b8233,Ambulatorio Veterinario Riano,clinic,,Riano,RM,42.09858,12.49575,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,45,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Coordinate compatibili con area Riano; nessuna fonte ufficiale o directory concorde sufficiente trovata.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_2cd3c68c23176a6d,Ambulatorio Veterinario D'Ovidio,clinic,,Fonte Nuova,RM,41.99473,12.61457,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,40,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Nome D’Ovidio e coordinate Fonte Nuova non risolti con fonte ufficiale attendibile; dati restano incompleti.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_ad86a40697b62b31,Clinica Veterinaria D'Ovidio,clinic,,Roma,RM,41.94183,12.54826,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,40,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Nome D’Ovidio e coordinate Roma est/nord-est non risolti con fonti concordi; evitare fusione con omonimie.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_420e11a4e5fe123c,Ambulatorio Veterinario Le Sorgenti,clinic,,,,41.78346,12.67854,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_a68fb65bb4e04526,Ambulatorio Veterinario santa Maria Maggiore,clinic,,,,41.89729,12.49565,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_78200e281d254211,Ospedale Veterinario Croce Azzurra,clinic,,,,41.80822,12.43302,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_4840f92b00e4f954,Ambulatorio Torreimpietra,clinic,,,,41.91813,12.20045,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_6975a91a1cb06b28,Centro Veterinario Tiburtino,clinic,,Roma,RM,41.91106,12.54547,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,45,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Ricerca su Centro Veterinario Tiburtino senza fonte ufficiale o directory tracciabile concorde sufficiente.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_39da026b687411ed,Clinica Veterinaria Dr.Duilio Dionisi,clinic,,,,41.75191,12.61893,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_239dd63b662f3819,Ambulatorio Veterinario Dr.dDilio dDonisi,clinic,,,,41.70684,12.68368,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_d0f0db8c8e9997ee,San Francesco,clinic,,Roma,RM,41.94297,12.53593,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,40,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"Nome parziale San Francesco; coordinate sovrapposte a possibile duplicato, ma senza fonte tracciabile concorde.",needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_86ede45d7ae3d2e1,Ambulatorio Veterinario,clinic,,,,41.89560,12.51372,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_de0d829f8b151824,Clinica Veterinaria Spinaceto,clinic,,,,41.79031,12.44701,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_b85a710368d3ed81,Ambulatorio Veterinario,clinic,,Roma,RM,41.91936,12.52583,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Nome generico in area Nomentano/Tiburtina; nessuna associazione univoca verificabile.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_c3cbb313c024e804,Ambulatorio Veterinario,clinic,,,,41.72667,12.61865,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_a157e0a5de094638,Ambulatorio Veterinario Associato Professionale,clinic,,Roma,RM,41.96151,12.51307,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,40,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Abbreviazione espansa in modo prudente; mancano fonti concordi per pubblicare il profilo.,needs_review,true,v3_researched; roma_nord_batch; nome normalizzato da OCR; richiede verifica umana
dir_95a47a5f812d5633,Associazione Asta,clinic,,,,41.90984,12.54619,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_8d7f4da7f6023d86,Clinica Veterinaria Romana San Francesco,clinic,,Roma,RM,41.94288,12.53583,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,45,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"Coordinate sovrapposte a record San Francesco; possibile duplicato concettuale, ma non verificato da fonti sufficienti.",needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_56a3d4e029ed8f67,Veterinaria Medaglie d'Oro,clinic,Viale delle Medaglie d'Oro 374,Roma,RM,41.91072,12.44606,,https://www.veterinariamedagliedoro.it/,true,live,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,60,https://www.veterinariamedagliedoro.it/dovesiamo.html|https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"Sito ufficiale conferma la sede di Viale delle Medaglie d’Oro 374, ma le coordinate input risultano scostate. Non promosso per rischio di duplicato o geocoding errato.",needs_review,true,v3_researched; roma_nord_batch; possibile duplicato/geocoding errato rispetto a dir_c5c8861b92219056
dir_42aa6435d86cf3c3,Ambulatorio Veterinario Velasquez,clinic,,,,41.85477,12.50345,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_5f0a58bd07bca76a,Ambulatorio Veterinario Boccea,clinic,,,,41.90336,12.41489,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_c40547bc120f9a51,Ospedale Veterinario Ardeatino,clinic,,,,41.82126,12.51870,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_4896f9a7b5eebcec,Ambulatorio Veterinario Ass.To Dott Pinelli Dott Faralli,clinic,,,,41.75869,12.36214,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_f039ecedf0c832b6,Aemmeci,clinic,,,,41.76331,12.52563,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_c49442e1917fe2f8,Centro Veterinario Aleandri,clinic,,,,41.86928,12.46299,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_1a7a297443c7c163,Ambulatorio Veterinario Ricciotti,clinic,,Roma,RM,41.91438,12.46606,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Nome OCR normalizzato in Ricciotti con bassa certezza; nessuna fonte concorde sufficiente su indirizzo e telefono.,needs_review,true,v3_researched; roma_nord_batch; nome normalizzato da OCR; richiede verifica umana
dir_959f0ee748b365a7,Ambulatorio Veterinario Delfina Maggio,clinic,,,,41.77279,12.23090,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_af7c95a17f892776,Ambulatorio Veterinario Dott.Ssa Serva,clinic,,,,41.88116,12.42450,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_65cc8a6803d3cc83,Ambulatorio Veterinario,clinic,,Roma,RM,41.94652,12.60037,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Nome generico e coordinate in quadrante est/nord-est; nessuna identificazione univoca verificabile.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_0cf8fc5c071b03d5,Centro Veterinario Gianicolense,clinic,,,,41.87515,12.46150,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_3eb9ff63eecc50a6,Veterinaria Trigoria,clinic,,,,41.76722,12.47729,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_c041a8646be7ec65,Ambulatorio Veterinario,clinic,,Roma,RM,41.93709,12.53075,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Nome generico in area Montesacro/Conca d’Oro; fonti insufficienti per ricostruire dati.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_bdb2699647254ea3,Ambulatorio Veterinario Dr Pagotto A.,clinic,,,,41.86332,12.64955,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
